Screen,LLM,Strategy,Language,Prompt,Editable Item Label,Hidden Text,Text Contrast,Item Description,Touch Target,Item Label,Item Type Label,Context,Image Contrast,Clickable Item,Total
Profile,Chat-GPT 4.o mini,Few-Shot,English,3,0,0,6,0,4,0,0,0,0,0,10
Music Player,Chat-GPT 4.o mini,Zero-Shot,Portuguese,1,0,3,3,0,0,0,0,0,0,0,6
Music Player,Chat-GPT 4.o mini,Zero-Shot,Portuguese,2,0,3,3,0,0,0,0,0,0,0,6
Music Player,Chat-GPT 4.o mini,Zero-Shot,Portuguese,3,0,1,0,0,0,0,0,0,0,0,1
Music Player,Chat-GPT 4.o mini,Zero-Shot,English,1,0,1,0,0,0,0,0,0,0,0,1
Music Player,Chat-GPT 4.o mini,Zero-Shot,English,2,0,1,0,0,2,0,0,0,0,0,3
Music Player,Chat-GPT 4.o mini,Zero-Shot,English,3,0,3,0,0,3,0,0,0,0,0,6
Music Player,Chat-GPT 4.o mini,Few-Shot,Portuguese,1,0,0,2,0,2,0,0,0,0,0,4
Music Player,Chat-GPT 4.o mini,Few-Shot,Portuguese,2,0,0,3,0,0,0,0,0,0,0,3
Music Player,Chat-GPT 4.o mini,Few-Shot,Portuguese,3,0,1,1,0,1,0,0,0,0,0,3
Music Player,Chat-GPT 4.o mini,Few-Shot,English,1,0,1,3,0,0,0,0,0,0,0,4
Music Player,Chat-GPT 4.o mini,Few-Shot,English,2,0,0,3,0,0,0,0,0,0,0,3
Music Player,Chat-GPT 4.o mini,Few-Shot,English,3,0,1,0,0,1,0,0,0,0,0,2
Todo List,Chat-GPT 4.o mini,Zero-Shot,Portuguese,1,0,0,3,1,6,0,0,0,0,3,13
Todo List,Chat-GPT 4.o mini,Zero-Shot,Portuguese,2,0,0,4,0,6,0,0,0,0,0,10
Todo List,Chat-GPT 4.o mini,Zero-Shot,Portuguese,3,0,0,2,1,3,0,0,0,0,0,6
Todo List,Chat-GPT 4.o mini,Zero-Shot,English,1,0,0,4,0,6,0,0,0,0,0,10
Todo List,Chat-GPT 4.o mini,Zero-Shot,English,2,0,0,3,0,6,0,0,0,0,0,9
Todo List,Chat-GPT 4.o mini,Zero-Shot,English,3,0,0,3,0,6,0,0,0,0,0,9
Todo List,Chat-GPT 4.o mini,Few-Shot,Portuguese,1,0,0,0,1,3,0,0,0,0,0,4
Todo List,Chat-GPT 4.o mini,Few-Shot,Portuguese,2,0,0,7,0,3,0,0,0,0,0,10
Todo List,Chat-GPT 4.o mini,Few-Shot,Portuguese,3,0,0,0,0,0,0,0,0,0,0,0
Todo List,Chat-GPT 4.o mini,Few-Shot,English,1,0,0,5,1,3,0,0,0,0,0,9
Todo List,Chat-GPT 4.o mini,Few-Shot,English,2,0,0,0,0,3,0,0,0,0,0,3
Todo List,Chat-GPT 4.o mini,Few-Shot,English,3,0,0,0,0,6,0,0,0,0,0,6
Registration,Chat-GPT 4.o mini,Zero-Shot,Portuguese,1,6,0,0,0,0,0,0,0,0,0,6
Registration,Chat-GPT 4.o mini,Zero-Shot,Portuguese,2,5,1,5,0,2,0,0,0,0,0,13
Registration,Chat-GPT 4.o mini,Zero-Shot,Portuguese,3,6,6,8,6,6,0,0,0,0,0,32
Registration,Chat-GPT 4.o mini,Zero-Shot,English,1,6,0,8,0,0,0,0,0,0,0,14
Registration,Chat-GPT 4.o mini,Zero-Shot,English,2,5,5,2,1,8,0,0,0,0,0,21
Registration,Chat-GPT 4.o mini,Zero-Shot,English,3,6,6,2,0,6,0,0,0,0,0,20
Registration,Chat-GPT 4.o mini,Few-Shot,Portuguese,1,0,0,2,0,6,0,0,0,0,0,8
Registration,Chat-GPT 4.o mini,Few-Shot,Portuguese,2,0,0,2,0,6,0,0,0,0,0,8
Registration,Chat-GPT 4.o mini,Few-Shot,Portuguese,3,0,0,8,0,6,0,0,0,0,0,14
Registration,Chat-GPT 4.o mini,Few-Shot,English,1,0,0,0,0,6,0,0,0,0,0,6
Registration,Chat-GPT 4.o mini,Few-Shot,English,2,0,0,2,0,6,0,0,0,0,0,8
Registration,Chat-GPT 4.o mini,Few-Shot,English,3,0,0,0,0,6,0,0,0,0,0,6
Sidebar Menu,Chat-GPT 4.o mini,Zero-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Zero-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Zero-Shot,Portuguese,3,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Zero-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Zero-Shot,English,2,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Zero-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Few-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Few-Shot,Portuguese,2,0,2,0,0,0,0,0,0,0,0,2
Sidebar Menu,Chat-GPT 4.o mini,Few-Shot,Portuguese,3,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Few-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Few-Shot,English,2,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Chat-GPT 4.o mini,Few-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Login,DeepSeek V3,Zero-Shot,Portuguese,1,2,1,1,0,0,0,0,0,0,0,4
Login,DeepSeek V3,Zero-Shot,Portuguese,2,2,0,1,1,2,0,0,0,0,0,6
Login,DeepSeek V3,Zero-Shot,Portuguese,3,2,1,1,0,0,0,0,0,0,0,4
Login,DeepSeek V3,Zero-Shot,English,1,2,1,1,1,0,0,0,0,0,0,5
Login,DeepSeek V3,Zero-Shot,English,2,2,4,1,0,0,0,0,0,0,0,7
Login,DeepSeek V3,Zero-Shot,English,3,2,2,1,1,0,0,0,0,0,0,6
Login,DeepSeek V3,Few-Shot,Portuguese,1,0,0,2,0,0,0,0,0,0,0,2
Login,DeepSeek V3,Few-Shot,Portuguese,2,0,0,0,0,0,2,0,0,0,0,2
Login,DeepSeek V3,Few-Shot,Portuguese,3,0,0,2,0,0,0,0,0,0,0,2
Login,DeepSeek V3,Few-Shot,English,1,0,0,1,0,0,0,0,0,0,0,1
Login,DeepSeek V3,Few-Shot,English,2,0,0,2,0,0,0,0,0,0,0,2
Login,DeepSeek V3,Few-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Product,DeepSeek V3,Zero-Shot,Portuguese,1,0,2,2,0,0,0,0,0,0,0,4
Product,DeepSeek V3,Zero-Shot,Portuguese,2,0,0,1,0,0,0,0,0,0,0,1
Product,DeepSeek V3,Zero-Shot,Portuguese,3,0,0,1,0,0,0,0,0,0,0,1
Product,DeepSeek V3,Zero-Shot,English,1,0,0,2,0,0,0,0,0,0,0,2
Product,DeepSeek V3,Zero-Shot,English,2,0,2,2,0,2,0,0,0,0,0,6
Product,DeepSeek V3,Zero-Shot,English,3,0,0,2,0,0,0,0,0,0,0,2
Product,DeepSeek V3,Few-Shot,Portuguese,1,0,2,2,0,0,0,0,0,0,0,4
Product,DeepSeek V3,Few-Shot,Portuguese,2,0,2,2,0,0,0,0,0,0,0,4
Product,DeepSeek V3,Few-Shot,Portuguese,3,0,2,2,0,0,0,0,0,0,0,4
Product,DeepSeek V3,Few-Shot,English,1,0,2,2,0,0,0,0,0,0,0,4
Product,DeepSeek V3,Few-Shot,English,2,0,2,2,0,0,0,0,0,0,0,4
Product,DeepSeek V3,Few-Shot,English,3,0,2,2,0,0,0,0,0,0,0,4
Profile,DeepSeek V3,Zero-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Zero-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Zero-Shot,Portuguese,3,0,0,1,0,1,0,0,0,0,0,2
Profile,DeepSeek V3,Zero-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Zero-Shot,English,2,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Zero-Shot,English,3,0,0,1,0,0,0,0,0,0,0,1
Profile,DeepSeek V3,Few-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Few-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Few-Shot,Portuguese,3,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Few-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Few-Shot,English,2,0,0,0,0,0,0,0,0,0,0,0
Profile,DeepSeek V3,Few-Shot,English,3,0,1,0,0,0,0,0,0,0,0,1
Music Player,DeepSeek V3,Zero-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Music Player,DeepSeek V3,Zero-Shot,Portuguese,2,0,3,1,0,0,0,0,0,0,0,4
Music Player,DeepSeek V3,Zero-Shot,Portuguese,3,0,3,3,0,0,0,0,0,0,0,6
Music Player,DeepSeek V3,Zero-Shot,English,1,0,0,0,1,0,0,0,0,0,0,1
Music Player,DeepSeek V3,Zero-Shot,English,2,0,0,1,0,0,0,0,0,0,0,1
Music Player,DeepSeek V3,Zero-Shot,English,3,0,2,0,1,0,0,0,0,0,0,3
Music Player,DeepSeek V3,Few-Shot,Portuguese,1,0,1,0,0,0,0,0,0,0,0,1
Music Player,DeepSeek V3,Few-Shot,Portuguese,2,0,1,0,0,0,0,0,0,0,0,1
Music Player,DeepSeek V3,Few-Shot,Portuguese,3,0,1,0,0,0,0,0,0,0,0,1
Music Player,DeepSeek V3,Few-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Music Player,DeepSeek V3,Few-Shot,English,2,0,1,2,0,0,0,0,0,0,0,3
Music Player,DeepSeek V3,Few-Shot,English,3,0,1,0,0,0,0,0,0,0,0,1
Todo List,DeepSeek V3,Zero-Shot,Portuguese,1,0,0,1,1,4,0,0,0,0,0,6
Todo List,DeepSeek V3,Zero-Shot,Portuguese,2,0,1,0,1,3,0,0,0,0,0,5
Todo List,DeepSeek V3,Zero-Shot,Portuguese,3,0,0,0,1,0,0,0,0,0,3,4
Todo List,DeepSeek V3,Zero-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Todo List,DeepSeek V3,Zero-Shot,English,2,0,0,0,0,4,0,0,0,0,0,4
Todo List,DeepSeek V3,Zero-Shot,English,3,0,0,0,0,4,0,0,0,0,0,4
Todo List,DeepSeek V3,Few-Shot,Portuguese,1,0,0,0,0,3,0,0,0,0,0,3
Todo List,DeepSeek V3,Few-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Todo List,DeepSeek V3,Few-Shot,Portuguese,3,0,0,0,1,0,0,0,0,0,0,1
Todo List,DeepSeek V3,Few-Shot,English,1,0,0,0,1,3,0,0,0,0,0,4
Todo List,DeepSeek V3,Few-Shot,English,2,0,0,0,2,3,0,0,0,0,0,5
Todo List,DeepSeek V3,Few-Shot,English,3,0,0,2,2,3,0,0,0,0,0,7
Registration,DeepSeek V3,Zero-Shot,Portuguese,1,5,5,0,0,0,0,0,0,0,0,10
Registration,DeepSeek V3,Zero-Shot,Portuguese,2,6,6,0,0,0,0,0,0,0,0,12
Registration,DeepSeek V3,Zero-Shot,Portuguese,3,5,5,0,0,0,0,0,0,0,0,10
Registration,DeepSeek V3,Zero-Shot,English,1,4,5,4,2,0,0,0,0,0,0,15
Registration,DeepSeek V3,Zero-Shot,English,2,5,5,1,5,0,0,0,0,0,0,16
Registration,DeepSeek V3,Zero-Shot,English,3,4,5,2,5,0,0,0,0,0,0,16
Registration,DeepSeek V3,Few-Shot,Portuguese,1,6,5,0,0,0,0,0,0,0,0,11
Registration,DeepSeek V3,Few-Shot,Portuguese,2,6,6,0,0,0,0,0,0,0,0,12
Registration,DeepSeek V3,Few-Shot,Portuguese,3,6,6,0,0,0,0,0,0,0,0,12
Registration,DeepSeek V3,Few-Shot,English,1,0,1,0,0,0,0,0,0,0,0,1
Registration,DeepSeek V3,Few-Shot,English,2,0,0,1,0,0,5,0,0,0,0,6
Registration,DeepSeek V3,Few-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,DeepSeek V3,Zero-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,DeepSeek V3,Zero-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,DeepSeek V3,Zero-Shot,Portuguese,3,0,0,0,0,0,1,0,0,0,0,1
Sidebar Menu,DeepSeek V3,Zero-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,DeepSeek V3,Zero-Shot,English,2,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,DeepSeek V3,Zero-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,DeepSeek V3,Few-Shot,Portuguese,1,0,1,0,0,0,0,0,0,0,0,1
Sidebar Menu,DeepSeek V3,Few-Shot,Portuguese,2,0,2,0,0,0,0,0,0,0,0,2
Sidebar Menu,DeepSeek V3,Few-Shot,Portuguese,3,0,2,0,0,0,0,0,0,0,0,2
Sidebar Menu,DeepSeek V3,Few-Shot,English,1,0,4,0,0,0,0,0,0,0,0,4
Sidebar Menu,DeepSeek V3,Few-Shot,English,2,0,4,0,0,0,0,0,0,0,0,4
Sidebar Menu,DeepSeek V3,Few-Shot,English,3,0,4,0,0,0,0,0,0,0,0,4
Login,Gemini 2.0 Flash,Zero-Shot,Portuguese,1,2,1,1,0,0,0,0,0,0,0,4
Login,Gemini 2.0 Flash,Zero-Shot,Portuguese,2,2,0,1,1,2,0,0,0,0,0,6
Login,Gemini 2.0 Flash,Zero-Shot,Portuguese,3,2,1,1,0,0,0,0,0,0,0,4
Login,Gemini 2.0 Flash,Zero-Shot,English,1,2,1,1,1,0,0,0,0,0,0,5
Login,Gemini 2.0 Flash,Zero-Shot,English,2,2,4,1,0,0,0,0,0,0,0,7
Login,Gemini 2.0 Flash,Zero-Shot,English,3,2,2,1,1,1,0,0,0,0,0,7
Login,Gemini 2.0 Flash,Few-Shot,Portuguese,1,0,0,2,0,0,0,0,0,0,0,2
Login,Gemini 2.0 Flash,Few-Shot,Portuguese,2,2,0,0,0,0,0,0,0,0,0,2
Login,Gemini 2.0 Flash,Few-Shot,Portuguese,3,0,0,2,0,0,0,0,0,0,0,2
Login,Gemini 2.0 Flash,Few-Shot,English,1,0,0,1,0,0,0,0,0,0,0,1
Login,Gemini 2.0 Flash,Few-Shot,English,2,0,0,2,0,0,0,0,0,0,0,2
Login,Gemini 2.0 Flash,Few-Shot,English,3,0,0,4,0,2,0,0,0,0,0,6
Product,Gemini 2.0 Flash,Zero-Shot,Portuguese,1,0,0,2,0,0,0,0,0,0,0,2
Product,Gemini 2.0 Flash,Zero-Shot,Portuguese,2,0,0,2,0,0,0,0,0,0,0,2
Product,Gemini 2.0 Flash,Zero-Shot,Portuguese,3,0,0,2,0,2,0,0,0,0,0,4
Product,Gemini 2.0 Flash,Zero-Shot,English,1,0,2,2,0,0,0,0,0,0,0,4
Product,Gemini 2.0 Flash,Zero-Shot,English,2,0,2,2,0,0,0,0,0,0,0,4
Product,Gemini 2.0 Flash,Zero-Shot,English,3,0,2,1,0,2,0,0,0,0,0,5
Product,Gemini 2.0 Flash,Few-Shot,Portuguese,1,0,2,5,0,0,0,0,0,0,0,7
Product,Gemini 2.0 Flash,Few-Shot,Portuguese,2,0,0,5,0,0,0,0,0,0,0,5
Product,Gemini 2.0 Flash,Few-Shot,Portuguese,3,0,0,5,0,0,0,0,0,0,0,5
Product,Gemini 2.0 Flash,Few-Shot,English,1,0,2,2,0,2,0,0,0,0,0,6
Product,Gemini 2.0 Flash,Few-Shot,English,2,0,2,1,1,2,0,0,0,0,0,6
Product,Gemini 2.0 Flash,Few-Shot,English,3,0,0,2,0,0,0,0,0,0,0,2
Profile,Gemini 2.0 Flash,Zero-Shot,Portuguese,1,0,0,1,0,0,0,0,1,0,0,2
Profile,Gemini 2.0 Flash,Zero-Shot,Portuguese,2,4,4,0,4,0,0,0,1,0,0,13
Profile,Gemini 2.0 Flash,Zero-Shot,Portuguese,3,4,4,0,0,0,0,0,1,0,0,9
Profile,Gemini 2.0 Flash,Zero-Shot,English,1,4,4,1,0,0,0,0,0,0,0,9
Profile,Gemini 2.0 Flash,Zero-Shot,English,2,4,4,1,2,1,0,0,0,0,0,12
Profile,Gemini 2.0 Flash,Zero-Shot,English,3,4,4,0,0,0,0,0,0,0,0,8
Profile,Gemini 2.0 Flash,Few-Shot,Portuguese,1,0,0,2,0,0,0,0,0,0,0,2
Profile,Gemini 2.0 Flash,Few-Shot,Portuguese,2,0,0,2,0,0,0,0,0,0,0,2
Profile,Gemini 2.0 Flash,Few-Shot,Portuguese,3,0,0,2,0,0,0,0,0,0,0,2
Profile,Gemini 2.0 Flash,Few-Shot,English,1,0,0,2,0,4,0,0,0,0,0,6
Profile,Gemini 2.0 Flash,Few-Shot,English,2,0,0,2,0,0,0,0,0,0,0,2
Profile,Gemini 2.0 Flash,Few-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Zero-Shot,Portuguese,1,0,0,3,0,3,0,0,0,0,0,6
Music Player,Gemini 2.0 Flash,Zero-Shot,Portuguese,2,0,0,3,0,6,0,0,0,0,0,9
Music Player,Gemini 2.0 Flash,Zero-Shot,Portuguese,3,0,0,0,0,3,0,0,0,0,0,3
Music Player,Gemini 2.0 Flash,Zero-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Zero-Shot,English,2,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Zero-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Few-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Few-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Few-Shot,Portuguese,3,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Few-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Music Player,Gemini 2.0 Flash,Few-Shot,English,2,0,2,0,0,0,0,0,0,0,0,2
Music Player,Gemini 2.0 Flash,Few-Shot,English,3,0,0,2,0,0,0,0,0,0,0,2
Todo List,Gemini 2.0 Flash,Zero-Shot,Portuguese,1,0,0,6,0,0,0,0,0,0,0,6
Todo List,Gemini 2.0 Flash,Zero-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Todo List,Gemini 2.0 Flash,Zero-Shot,Portuguese,3,0,0,0,0,0,0,0,0,0,0,0
Todo List,Gemini 2.0 Flash,Zero-Shot,English,1,0,0,0,1,4,0,0,0,0,0,5
Todo List,Gemini 2.0 Flash,Zero-Shot,English,2,0,0,1,1,3,0,0,0,0,0,5
Todo List,Gemini 2.0 Flash,Zero-Shot,English,3,0,0,1,0,3,0,0,0,0,0,4
Todo List,Gemini 2.0 Flash,Few-Shot,Portuguese,1,0,0,5,0,0,0,0,0,0,0,5
Todo List,Gemini 2.0 Flash,Few-Shot,Portuguese,2,0,0,5,1,0,0,0,0,0,0,6
Todo List,Gemini 2.0 Flash,Few-Shot,Portuguese,3,0,0,0,1,0,0,0,0,0,0,1
Todo List,Gemini 2.0 Flash,Few-Shot,English,1,0,0,6,0,0,0,0,0,0,0,6
Todo List,Gemini 2.0 Flash,Few-Shot,English,2,0,0,0,1,0,0,0,0,0,0,1
Todo List,Gemini 2.0 Flash,Few-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Registration,Gemini 2.0 Flash,Zero-Shot,Portuguese,1,6,1,2,6,6,0,0,0,0,0,21
Registration,Gemini 2.0 Flash,Zero-Shot,Portuguese,2,6,1,2,0,6,0,0,0,0,0,15
Registration,Gemini 2.0 Flash,Zero-Shot,Portuguese,3,5,1,2,0,5,0,0,0,0,0,13
Registration,Gemini 2.0 Flash,Zero-Shot,English,1,4,1,2,6,0,0,0,0,0,0,13
Registration,Gemini 2.0 Flash,Zero-Shot,English,2,0,0,11,0,0,4,0,0,0,0,15
Registration,Gemini 2.0 Flash,Zero-Shot,English,3,4,1,2,5,0,0,0,0,0,0,12
Registration,Gemini 2.0 Flash,Few-Shot,Portuguese,1,6,6,2,0,6,0,0,0,0,0,20
Registration,Gemini 2.0 Flash,Few-Shot,Portuguese,2,0,0,2,0,6,0,0,0,0,0,8
Registration,Gemini 2.0 Flash,Few-Shot,Portuguese,3,0,0,2,0,6,0,0,0,0,0,8
Registration,Gemini 2.0 Flash,Few-Shot,English,1,0,0,2,0,6,0,0,0,0,0,8
Registration,Gemini 2.0 Flash,Few-Shot,English,2,0,0,2,0,6,0,0,0,0,0,8
Registration,Gemini 2.0 Flash,Few-Shot,English,3,0,0,2,0,0,0,0,0,0,0,2
Sidebar Menu,Gemini 2.0 Flash,Zero-Shot,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Gemini 2.0 Flash,Zero-Shot,Portuguese,2,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Gemini 2.0 Flash,Zero-Shot,Portuguese,3,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Gemini 2.0 Flash,Zero-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Gemini 2.0 Flash,Zero-Shot,English,2,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Gemini 2.0 Flash,Zero-Shot,English,3,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Gemini 2.0 Flash,Few-Shot,Portuguese,1,0,2,0,0,0,0,0,0,0,0,2
Sidebar Menu,Gemini 2.0 Flash,Few-Shot,Portuguese,2,0,2,0,0,0,0,0,0,0,0,2
Sidebar Menu,Gemini 2.0 Flash,Few-Shot,Portuguese,3,0,2,0,0,0,0,0,0,0,0,2
Sidebar Menu,Gemini 2.0 Flash,Few-Shot,English,1,0,0,0,0,0,0,0,0,0,0,0
Sidebar Menu,Gemini 2.0 Flash,Few-Shot,English,2,0,3,0,0,0,0,0,0,0,0,3
Sidebar Menu,Gemini 2.0 Flash,Few-Shot,English,3,0,3,0,0,0,0,0,0,0,0,3
